timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619510530255,1,HTTP Request logout,200,OK,users 1-13,,true,,147,125,1,1,http://localhost:8080/logout,1,0,0
1619510530262,3,HTTP Request register,200,OK,users 1-14,,true,,153,493,1,1,http://localhost:8080/register,3,0,1
1619510530266,3,HTTP Request login,200,OK,users 1-14,,true,,146,220,1,1,http://localhost:8080/login,3,0,0
1619510530270,1,HTTP Request applyLoan,200,OK,users 1-14,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530271,1,HTTP Request update,200,OK,users 1-14,,true,,157,490,1,1,http://localhost:8080/update,1,0,0
1619510530272,1,HTTP Request logout,200,OK,users 1-14,,true,,147,125,1,1,http://localhost:8080/logout,1,0,0
1619510530274,2,HTTP Request register,200,OK,users 1-14,,true,,153,493,1,1,http://localhost:8080/register,2,0,0
1619510530276,2,HTTP Request login,200,OK,users 1-14,,true,,146,220,1,1,http://localhost:8080/login,2,0,0
1619510530278,1,HTTP Request applyLoan,200,OK,users 1-14,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530279,1,HTTP Request update,200,OK,users 1-14,,true,,157,490,1,1,http://localhost:8080/update,1,0,0
1619510530281,1,HTTP Request logout,200,OK,users 1-14,,true,,147,125,1,1,http://localhost:8080/logout,1,0,0
1619510530282,3,HTTP Request register,200,OK,users 1-14,,true,,153,493,1,1,http://localhost:8080/register,2,0,0
1619510530285,2,HTTP Request login,200,OK,users 1-14,,true,,146,220,1,1,http://localhost:8080/login,2,0,0
1619510530287,1,HTTP Request applyLoan,200,OK,users 1-14,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530289,1,HTTP Request update,200,OK,users 1-14,,true,,157,490,1,1,http://localhost:8080/update,1,0,0
1619510530290,1,HTTP Request logout,200,OK,users 1-14,,true,,147,125,1,1,http://localhost:8080/logout,1,0,0
1619510530321,3,HTTP Request register,200,OK,users 1-15,,true,,153,493,1,1,http://localhost:8080/register,3,0,1
1619510530324,3,HTTP Request login,200,OK,users 1-15,,true,,146,220,1,1,http://localhost:8080/login,3,0,0
1619510530328,1,HTTP Request applyLoan,200,OK,users 1-15,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530330,2,HTTP Request update,200,OK,users 1-15,,true,,157,490,1,1,http://localhost:8080/update,2,0,0
1619510530332,2,HTTP Request logout,200,OK,users 1-15,,true,,147,125,1,1,http://localhost:8080/logout,2,0,0
